Youtube Link,Month,Day,Year,Home,Away,Top,Left,Bottom,Right
https://www.youtube.com/watch?v=0sDrYFtBOc4,May,5,2013,Oklahoma_City_Thunder,Memphis_Grizzlies,579,676,604,807
