CameraAngle.PROFILE,2135.4669999999996,Quarter.FIRST,11:57
CameraAngle.PROFILE,2168.8329999999996,Quarter.FIRST,11:57
CameraAngle.PROFILE,2202.2,Quarter.FIRST,11:57
CameraAngle.PROFILE,2235.567,Quarter.FIRST,11:57
CameraAngle.PROFILE,2268.933,Quarter.FIRST,11:57
CameraAngle.PROFILE,2302.2999999999997,Quarter.FIRST,11:57
CameraAngle.PROFILE,2335.6659999999997,Quarter.FIRST,11:57
CameraAngle.PROFILE,2369.033,Quarter.FIRST,11:56
CameraAngle.PROFILE,2402.4,Quarter.FIRST,11:56
CameraAngle.PROFILE,2435.767,Quarter.FIRST,11:56
CameraAngle.PROFILE,2469.133,Quarter.FIRST,11:56
CameraAngle.PROFILE,2502.5,Quarter.FIRST,11:56
CameraAngle.PROFILE,2535.866,Quarter.FIRST,11:56
CameraAngle.PROFILE,2569.233,Quarter.FIRST,11:56
CameraAngle.PROFILE,2602.6,Quarter.FIRST,11:56
CameraAngle.PROFILE,2635.967,Quarter.FIRST,11:56
CameraAngle.PROFILE,2669.333,Quarter.FIRST,11:56
CameraAngle.PROFILE,2702.7,Quarter.FIRST,11:56
CameraAngle.PROFILE,2736.066,Quarter.FIRST,11:56
CameraAngle.PROFILE,2769.433,Quarter.FIRST,11:56
CameraAngle.PROFILE,2802.8,Quarter.FIRST,11:56
CameraAngle.CLOSE_UP,2836.1669999999995,Quarter.FIRST,11:56
CameraAngle.PROFILE,2869.5329999999994,Quarter.FIRST,11:56
CameraAngle.PROFILE,2902.8999999999996,Quarter.FIRST,11:56
CameraAngle.PROFILE,2936.2659999999996,Quarter.FIRST,11:56
CameraAngle.PROFILE,2969.633,Quarter.FIRST,11:56
CameraAngle.PROFILE,3002.9999999999995,Quarter.FIRST,11:56
CameraAngle.PROFILE,3036.3669999999997,Quarter.FIRST,11:56
CameraAngle.PROFILE,3069.7329999999997,Quarter.FIRST,11:56
CameraAngle.PROFILE,3103.1,Quarter.FIRST,11:56
